Experiment_#,[L2M]_0,[D]_0,[L]_0,T_finish,T1/2,Reaction_Extent,Product_Yield,Side_Product_Yield/%
421,3.0000e+00,6.0000e+00,2.5000e+00,2.6072e+03,1.7410e+02,9.9930e+01,9.4200e+01,5.3000e+00
422,3.0000e+00,6.0000e+00,5.0000e+00,4.5450e+03,3.3358e+02,9.9870e+01,9.4300e+01,5.3000e+00
423,3.0000e+00,6.0000e+00,7.5000e+00,6.3015e+03,4.9331e+02,9.9800e+01,9.4300e+01,5.3000e+00
424,3.0000e+00,6.0000e+00,1.0000e+01,7.9375e+03,6.5310e+02,9.9740e+01,9.4300e+01,5.3000e+00
425,3.0000e+00,6.0000e+00,1.2500e+01,9.4834e+03,8.1292e+02,9.9670e+01,9.4300e+01,5.3000e+00
426,3.0000e+00,6.0000e+00,1.5000e+01,1.0957e+04,9.7276e+02,9.9610e+01,9.4200e+01,5.3000e+00
427,3.0000e+00,6.0000e+00,1.7500e+01,1.2371e+04,1.1326e+03,9.9540e+01,9.4200e+01,5.3000e+00
428,3.0000e+00,6.0000e+00,2.0000e+01,1.3734e+04,1.2925e+03,9.9480e+01,9.4100e+01,5.3000e+00
429,3.0000e+00,6.0000e+00,2.2500e+01,1.4400e+04,1.4523e+03,9.9280e+01,9.3900e+01,5.3000e+00
430,3.0000e+00,7.5000e+00,0.0000e+00,3.5420e+02,2.1960e+01,1.0000e+02,9.0600e+01,3.8000e+00
431,3.0000e+00,7.5000e+00,2.5000e+00,2.0043e+03,1.3942e+02,9.9960e+01,9.5500e+01,4.0000e+00
432,3.0000e+00,7.5000e+00,5.0000e+00,3.4894e+03,2.6435e+02,9.9910e+01,9.5700e+01,4.0000e+00
433,3.0000e+00,7.5000e+00,7.5000e+00,4.8490e+03,3.8948e+02,9.9870e+01,9.5700e+01,4.0000e+00
434,3.0000e+00,7.5000e+00,1.0000e+01,6.1247e+03,5.1466e+02,9.9820e+01,9.5700e+01,4.0000e+00
435,3.0000e+00,7.5000e+00,1.2500e+01,7.3374e+03,6.3988e+02,9.9780e+01,9.5700e+01,4.0000e+00
436,3.0000e+00,7.5000e+00,1.5000e+01,8.4997e+03,7.6509e+02,9.9730e+01,9.5600e+01,4.0000e+00
437,3.0000e+00,7.5000e+00,1.7500e+01,9.6199e+03,8.9031e+02,9.9690e+01,9.5600e+01,4.0000e+00
438,3.0000e+00,7.5000e+00,2.0000e+01,1.0704e+04,1.0155e+03,9.9640e+01,9.5600e+01,4.0000e+00
439,3.0000e+00,7.5000e+00,2.2500e+01,1.1757e+04,1.1408e+03,9.9600e+01,9.5500e+01,4.0000e+00
440,3.0000e+00,9.0000e+00,0.0000e+00,3.2166e+02,2.0510e+01,1.0000e+02,9.1300e+01,3.1000e+00
441,3.0000e+00,9.0000e+00,2.5000e+00,1.6466e+03,1.1707e+02,9.9970e+01,9.6300e+01,3.2000e+00
442,3.0000e+00,9.0000e+00,5.0000e+00,2.8547e+03,2.1975e+02,9.9930e+01,9.6500e+01,3.2000e+00
443,3.0000e+00,9.0000e+00,7.5000e+00,3.9677e+03,3.2260e+02,9.9900e+01,9.6500e+01,3.2000e+00
444,3.0000e+00,9.0000e+00,1.0000e+01,5.0167e+03,4.2549e+02,9.9860e+01,9.6500e+01,3.2000e+00
445,3.0000e+00,9.0000e+00,1.2500e+01,6.0176e+03,5.2840e+02,9.9830e+01,9.6500e+01,3.2000e+00
446,3.0000e+00,9.0000e+00,1.5000e+01,6.9799e+03,6.3131e+02,9.9800e+01,9.6500e+01,3.2000e+00
447,3.0000e+00,9.0000e+00,1.7500e+01,7.9100e+03,7.3423e+02,9.9760e+01,9.6500e+01,3.2000e+00
448,3.0000e+00,9.0000e+00,2.0000e+01,8.8124e+03,8.3716e+02,9.9730e+01,9.6400e+01,3.2000e+00
449,3.0000e+00,9.0000e+00,2.2500e+01,9.6906e+03,9.4008e+02,9.9690e+01,9.6400e+01,3.2000e+00
450,3.0000e+00,1.0500e+01,0.0000e+00,3.0077e+02,1.9510e+01,1.0000e+02,9.1800e+01,2.6000e+00
451,3.0000e+00,1.0500e+01,2.5000e+00,1.4095e+03,1.0148e+02,9.9970e+01,9.6900e+01,2.7000e+00
452,3.0000e+00,1.0500e+01,5.0000e+00,2.4304e+03,1.8863e+02,9.9950e+01,9.7000e+01,2.7000e+00
453,3.0000e+00,1.0500e+01,7.5000e+00,3.3751e+03,2.7593e+02,9.9920e+01,9.7100e+01,2.7000e+00
454,3.0000e+00,1.0500e+01,1.0000e+01,4.2684e+03,3.6326e+02,9.9890e+01,9.7100e+01,2.7000e+00
455,3.0000e+00,1.0500e+01,1.2500e+01,5.1229e+03,4.5061e+02,9.9860e+01,9.7100e+01,2.7000e+00
456,3.0000e+00,1.0500e+01,1.5000e+01,5.9462e+03,5.3796e+02,9.9840e+01,9.7100e+01,2.7000e+00
457,3.0000e+00,1.0500e+01,1.7500e+01,6.7434e+03,6.2532e+02,9.9810e+01,9.7000e+01,2.7000e+00
458,3.0000e+00,1.0500e+01,2.0000e+01,7.5184e+03,7.1268e+02,9.9780e+01,9.7000e+01,2.7000e+00
459,3.0000e+00,1.0500e+01,2.2500e+01,8.2736e+03,8.0005e+02,9.9750e+01,9.7000e+01,2.7000e+00
460,3.0000e+00,1.2000e+01,0.0000e+00,2.8624e+02,1.8760e+01,1.0000e+02,9.2200e+01,2.2000e+00
461,3.0000e+00,1.2000e+01,2.5000e+00,1.2405e+03,8.9970e+01,9.9980e+01,9.7300e+01,2.3000e+00
462,3.0000e+00,1.2000e+01,5.0000e+00,2.1261e+03,1.6568e+02,9.9960e+01,9.7400e+01,2.3000e+00
463,3.0000e+00,1.2000e+01,7.5000e+00,2.9485e+03,2.4151e+02,9.9930e+01,9.7500e+01,2.3000e+00
464,3.0000e+00,1.2000e+01,1.0000e+01,3.7280e+03,3.1737e+02,9.9910e+01,9.7500e+01,2.3000e+00
465,3.0000e+00,1.2000e+01,1.2500e+01,4.4751e+03,3.9324e+02,9.9890e+01,9.7500e+01,2.3000e+00
466,3.0000e+00,1.2000e+01,1.5000e+01,5.1961e+03,4.6913e+02,9.9860e+01,9.7500e+01,2.3000e+00
467,3.0000e+00,1.2000e+01,1.7500e+01,5.8952e+03,5.4501e+02,9.9840e+01,9.7500e+01,2.3000e+00
468,3.0000e+00,1.2000e+01,2.0000e+01,6.5757e+03,6.2090e+02,9.9820e+01,9.7400e+01,2.3000e+00
469,3.0000e+00,1.2000e+01,2.2500e+01,7.2396e+03,6.9678e+02,9.9790e+01,9.7400e+01,2.3000e+00
470,3.0000e+00,1.3500e+01,0.0000e+00,2.7555e+02,1.8190e+01,1.0000e+02,9.2500e+01,1.9000e+00
471,3.0000e+00,1.3500e+01,2.5000e+00,1.1139e+03,8.1140e+01,9.9980e+01,9.7500e+01,2.0000e+00
472,3.0000e+00,1.3500e+01,5.0000e+00,1.8970e+03,1.4805e+02,9.9960e+01,9.7700e+01,2.0000e+00
473,3.0000e+00,1.3500e+01,7.5000e+00,2.6262e+03,2.1508e+02,9.9940e+01,9.7800e+01,2.0000e+00
474,3.0000e+00,1.3500e+01,1.0000e+01,3.3188e+03,2.8213e+02,9.9920e+01,9.7800e+01,2.0000e+00
475,3.0000e+00,1.3500e+01,1.2500e+01,3.9836e+03,3.4920e+02,9.9900e+01,9.7800e+01,2.0000e+00
476,3.0000e+00,1.3500e+01,1.5000e+01,4.6259e+03,4.1627e+02,9.9880e+01,9.7800e+01,2.0000e+00
477,3.0000e+00,1.3500e+01,1.7500e+01,5.2496e+03,4.8334e+02,9.9860e+01,9.7800e+01,2.0000e+00
478,3.0000e+00,1.3500e+01,2.0000e+01,5.8571e+03,5.5041e+02,9.9840e+01,9.7700e+01,2.0000e+00
479,3.0000e+00,1.3500e+01,2.2500e+01,6.4505e+03,6.1749e+02,9.9820e+01,9.7700e+01,2.0000e+00
480,3.0000e+00,1.5000e+01,0.0000e+00,2.6738e+02,1.7730e+01,1.0000e+02,9.2700e+01,1.7000e+00
481,3.0000e+00,1.5000e+01,2.5000e+00,1.0153e+03,7.4150e+01,9.9980e+01,9.7800e+01,1.8000e+00
482,3.0000e+00,1.5000e+01,5.0000e+00,1.7179e+03,1.3410e+02,9.9970e+01,9.7900e+01,1.8000e+00
483,3.0000e+00,1.5000e+01,7.5000e+00,2.3738e+03,1.9415e+02,9.9950e+01,9.8000e+01,1.8000e+00
484,3.0000e+00,1.5000e+01,1.0000e+01,2.9977e+03,2.5423e+02,9.9930e+01,9.8000e+01,1.8000e+00
485,3.0000e+00,1.5000e+01,1.2500e+01,3.5973e+03,3.1431e+02,9.9920e+01,9.8000e+01,1.8000e+00
486,3.0000e+00,1.5000e+01,1.5000e+01,4.1773e+03,3.7441e+02,9.9900e+01,9.8000e+01,1.8000e+00
487,3.0000e+00,1.5000e+01,1.7500e+01,4.7409e+03,4.3450e+02,9.9880e+01,9.8000e+01,1.8000e+00
488,3.0000e+00,1.5000e+01,2.0000e+01,5.2904e+03,4.9460e+02,9.9860e+01,9.8000e+01,1.8000e+00
489,3.0000e+00,1.5000e+01,2.2500e+01,5.8275e+03,5.5470e+02,9.9850e+01,9.8000e+01,1.8000e+00
490,3.0000e+00,1.6500e+01,0.0000e+00,2.6092e+02,1.7370e+01,1.0000e+02,9.2800e+01,1.5000e+00
491,3.0000e+00,1.6500e+01,2.5000e+00,9.3638e+02,6.8470e+01,9.9990e+01,9.7900e+01,1.6000e+00
492,3.0000e+00,1.6500e+01,5.0000e+00,1.5740e+03,1.2277e+02,9.9970e+01,9.8100e+01,1.6000e+00
493,3.0000e+00,1.6500e+01,7.5000e+00,2.1706e+03,1.7716e+02,9.9960e+01,9.8200e+01,1.6000e+00
494,3.0000e+00,1.6500e+01,1.0000e+01,2.7387e+03,2.3158e+02,9.9940e+01,9.8200e+01,1.6000e+00
495,3.0000e+00,1.6500e+01,1.2500e+01,3.2854e+03,2.8600e+02,9.9920e+01,9.8200e+01,1.6000e+00
496,3.0000e+00,1.6500e+01,1.5000e+01,3.8147e+03,3.4043e+02,9.9910e+01,9.8200e+01,1.6000e+00
497,3.0000e+00,1.6500e+01,1.7500e+01,4.3294e+03,3.9486e+02,9.9890e+01,9.8200e+01,1.6000e+00
498,3.0000e+00,1.6500e+01,2.0000e+01,4.8315e+03,4.4930e+02,9.9880e+01,9.8200e+01,1.6000e+00
499,3.0000e+00,1.6500e+01,2.2500e+01,5.3226e+03,5.0373e+02,9.9860e+01,9.8200e+01,1.6000e+00
500,3.5000e+00,3.5000e+00,0.0000e+00,9.9588e+02,3.5520e+01,9.9970e+01,8.1500e+01,1.3300e+01
501,3.5000e+00,3.5000e+00,2.5000e+00,7.1182e+03,3.2617e+02,9.9640e+01,8.5400e+01,1.3900e+01
502,3.5000e+00,3.5000e+00,5.0000e+00,1.1817e+04,6.3694e+02,9.9290e+01,8.5300e+01,1.3800e+01
503,3.5000e+00,3.5000e+00,7.5000e+00,1.4400e+04,9.4829e+02,9.8630e+01,8.4900e+01,1.3600e+01
504,3.5000e+00,3.5000e+00,1.0000e+01,1.4400e+04,1.2598e+03,9.7100e+01,8.3900e+01,1.3100e+01
505,3.5000e+00,3.5000e+00,1.2500e+01,1.4400e+04,1.5713e+03,9.5350e+01,8.2700e+01,1.2600e+01
506,3.5000e+00,3.5000e+00,1.5000e+01,1.4400e+04,1.8829e+03,9.3510e+01,8.1400e+01,1.2000e+01
507,3.5000e+00,3.5000e+00,1.7500e+01,1.4400e+04,2.1945e+03,9.1650e+01,8.0100e+01,1.1500e+01
508,3.5000e+00,3.5000e+00,2.0000e+01,1.4400e+04,2.5061e+03,8.9820e+01,7.8700e+01,1.1100e+01
509,3.5000e+00,3.5000e+00,2.2500e+01,1.4400e+04,2.8177e+03,8.8040e+01,7.7400e+01,1.0600e+01
510,3.5000e+00,5.2500e+00,0.0000e+00,5.3297e+02,2.7260e+01,1.0000e+02,8.8200e+01,6.6000e+00
511,3.5000e+00,5.2500e+00,2.5000e+00,3.5661e+03,2.0584e+02,9.9910e+01,9.2600e+01,6.9000e+00
512,3.5000e+00,5.2500e+00,5.0000e+00,6.1939e+03,3.9674e+02,9.9820e+01,9.2700e+01,6.9000e+00
513,3.5000e+00,5.2500e+00,7.5000e+00,8.5452e+03,5.8799e+02,9.9730e+01,9.2700e+01,6.9000e+00
514,3.5000e+00,5.2500e+00,1.0000e+01,1.0714e+04,7.7933e+02,9.9640e+01,9.2700e+01,6.9000e+00
515,3.5000e+00,5.2500e+00,1.2500e+01,1.2747e+04,9.7071e+02,9.9560e+01,9.2600e+01,6.9000e+00
516,3.5000e+00,5.2500e+00,1.5000e+01,1.4400e+04,1.1621e+03,9.9420e+01,9.2500e+01,6.9000e+00
517,3.5000e+00,5.2500e+00,1.7500e+01,1.4400e+04,1.3535e+03,9.8930e+01,9.2100e+01,6.8000e+00
518,3.5000e+00,5.2500e+00,2.0000e+01,1.4400e+04,1.5449e+03,9.8290e+01,9.1500e+01,6.7000e+00
519,3.5000e+00,5.2500e+00,2.2500e+01,1.4400e+04,1.7363e+03,9.7540e+01,9.0800e+01,6.6000e+00
520,3.5000e+00,7.0000e+00,0.0000e+00,4.0679e+02,2.3550e+01,1.0000e+02,9.0400e+01,4.4000e+00
521,3.5000e+00,7.0000e+00,2.5000e+00,2.3897e+03,1.5238e+02,9.9950e+01,9.4900e+01,4.6000e+00
522,3.5000e+00,7.0000e+00,5.0000e+00,4.1686e+03,2.9006e+02,9.9900e+01,9.5100e+01,4.6000e+00
523,3.5000e+00,7.0000e+00,7.5000e+00,5.7906e+03,4.2801e+02,9.9860e+01,9.5100e+01,4.6000e+00
524,3.5000e+00,7.0000e+00,1.0000e+01,7.3079e+03,5.6602e+02,9.9810e+01,9.5100e+01,4.6000e+00
525,3.5000e+00,7.0000e+00,1.2500e+01,8.7468e+03,7.0406e+02,9.9760e+01,9.5100e+01,4.6000e+00
526,3.5000e+00,7.0000e+00,1.5000e+01,1.0123e+04,8.4211e+02,9.9710e+01,9.5000e+01,4.6000e+00
527,3.5000e+00,7.0000e+00,1.7500e+01,1.1447e+04,9.8017e+02,9.9660e+01,9.5000e+01,4.6000e+00
528,3.5000e+00,7.0000e+00,2.0000e+01,1.2726e+04,1.1182e+03,9.9610e+01,9.5000e+01,4.6000e+00
529,3.5000e+00,7.0000e+00,2.2500e+01,1.3965e+04,1.2563e+03,9.9560e+01,9.4900e+01,4.6000e+00
530,3.5000e+00,8.7500e+00,0.0000e+00,3.5069e+02,2.1440e+01,1.0000e+02,9.1500e+01,3.3000e+00
531,3.5000e+00,8.7500e+00,2.5000e+00,1.8283e+03,1.2220e+02,9.9970e+01,9.6100e+01,3.5000e+00
532,3.5000e+00,8.7500e+00,5.0000e+00,3.1788e+03,2.2986e+02,9.9940e+01,9.6300e+01,3.5000e+00
533,3.5000e+00,8.7500e+00,7.5000e+00,4.4217e+03,3.3773e+02,9.9900e+01,9.6300e+01,3.5000e+00
534,3.5000e+00,8.7500e+00,1.0000e+01,5.5923e+03,4.4565e+02,9.9870e+01,9.6300e+01,3.5000e+00
535,3.5000e+00,8.7500e+00,1.2500e+01,6.7084e+03,5.5359e+02,9.9840e+01,9.6300e+01,3.5000e+00
536,3.5000e+00,8.7500e+00,1.5000e+01,7.7809e+03,6.6154e+02,9.9800e+01,9.6300e+01,3.5000e+00
537,3.5000e+00,8.7500e+00,1.7500e+01,8.8170e+03,7.6950e+02,9.9770e+01,9.6200e+01,3.5000e+00
538,3.5000e+00,8.7500e+00,2.0000e+01,9.8219e+03,8.7746e+02,9.9740e+01,9.6200e+01,3.5000e+00
539,3.5000e+00,8.7500e+00,2.2500e+01,1.0799e+04,9.8542e+02,9.9700e+01,9.6200e+01,3.5000e+00
540,3.5000e+00,1.0500e+01,0.0000e+00,3.1923e+02,2.0080e+01,1.0000e+02,9.2100e+01,2.7000e+00
541,3.5000e+00,1.0500e+01,2.5000e+00,1.4999e+03,1.0282e+02,9.9980e+01,9.6800e+01,2.8000e+00
542,3.5000e+00,1.0500e+01,5.0000e+00,2.5925e+03,1.9120e+02,9.9950e+01,9.7000e+01,2.8000e+00
543,3.5000e+00,1.0500e+01,7.5000e+00,3.6040e+03,2.7976e+02,9.9930e+01,9.7000e+01,2.8000e+00
544,3.5000e+00,1.0500e+01,1.0000e+01,4.5606e+03,3.6836e+02,9.9900e+01,9.7000e+01,2.8000e+00
545,3.5000e+00,1.0500e+01,1.2500e+01,5.4759e+03,4.5698e+02,9.9880e+01,9.7000e+01,2.8000e+00
546,3.5000e+00,1.0500e+01,1.5000e+01,6.3578e+03,5.4560e+02,9.9850e+01,9.7000e+01,2.8000e+00
547,3.5000e+00,1.0500e+01,1.7500e+01,7.2120e+03,6.3423e+02,9.9830e+01,9.7000e+01,2.8000e+00
548,3.5000e+00,1.0500e+01,2.0000e+01,8.0424e+03,7.2286e+02,9.9800e+01,9.7000e+01,2.8000e+00
549,3.5000e+00,1.0500e+01,2.2500e+01,8.8518e+03,8.1150e+02,9.9780e+01,9.6900e+01,2.8000e+00
550,3.5000e+00,1.2250e+01,0.0000e+00,2.9915e+02,1.9130e+01,1.0000e+02,9.2600e+01,2.2000e+00
551,3.5000e+00,1.2250e+01,2.5000e+00,1.2839e+03,8.9320e+01,9.9980e+01,9.7300e+01,2.3000e+00
552,3.5000e+00,1.2250e+01,5.0000e+00,2.2038e+03,1.6428e+02,9.9960e+01,9.7400e+01,2.3000e+00
553,3.5000e+00,1.2250e+01,7.5000e+00,3.0591e+03,2.3939e+02,9.9940e+01,9.7500e+01,2.3000e+00
554,3.5000e+00,1.2250e+01,1.0000e+01,3.8704e+03,3.1454e+02,9.9920e+01,9.7500e+01,2.3000e+00
555,3.5000e+00,1.2250e+01,1.2500e+01,4.6484e+03,3.8970e+02,9.9900e+01,9.7500e+01,2.3000e+00
556,3.5000e+00,1.2250e+01,1.5000e+01,5.3996e+03,4.6486e+02,9.9880e+01,9.7500e+01,2.3000e+00
557,3.5000e+00,1.2250e+01,1.7500e+01,6.1284e+03,5.4004e+02,9.9860e+01,9.7500e+01,2.3000e+00
558,3.5000e+00,1.2250e+01,2.0000e+01,6.8379e+03,6.1521e+02,9.9840e+01,9.7500e+01,2.3000e+00
559,3.5000e+00,1.2250e+01,2.2500e+01,7.5306e+03,6.9039e+02,9.9820e+01,9.7400e+01,2.3000e+00
560,3.5000e+00,1.4000e+01,0.0000e+00,2.8524e+02,1.8430e+01,1.0000e+02,9.2900e+01,1.9000e+00
561,3.5000e+00,1.4000e+01,2.5000e+00,1.1308e+03,7.9370e+01,9.9990e+01,9.7600e+01,2.0000e+00
562,3.5000e+00,1.4000e+01,5.0000e+00,1.9268e+03,1.4446e+02,9.9970e+01,9.7800e+01,2.0000e+00
563,3.5000e+00,1.4000e+01,7.5000e+00,2.6692e+03,2.0966e+02,9.9950e+01,9.7800e+01,2.0000e+00
564,3.5000e+00,1.4000e+01,1.0000e+01,3.3750e+03,2.7490e+02,9.9930e+01,9.7800e+01,2.0000e+00
565,3.5000e+00,1.4000e+01,1.2500e+01,4.0531e+03,3.4015e+02,9.9920e+01,9.7800e+01,2.0000e+00
566,3.5000e+00,1.4000e+01,1.5000e+01,4.7088e+03,4.0541e+02,9.9900e+01,9.7800e+01,2.0000e+00
567,3.5000e+00,1.4000e+01,1.7500e+01,5.3458e+03,4.7067e+02,9.9880e+01,9.7800e+01,2.0000e+00
568,3.5000e+00,1.4000e+01,2.0000e+01,5.9667e+03,5.3594e+02,9.9870e+01,9.7800e+01,2.0000e+00
569,3.5000e+00,1.4000e+01,2.2500e+01,6.5734e+03,6.0120e+02,9.9850e+01,9.7800e+01,2.0000e+00
570,3.5000e+00,1.5750e+01,0.0000e+00,2.7504e+02,1.7900e+01,1.0000e+02,9.3100e+01,1.7000e+00
571,3.5000e+00,1.5750e+01,2.5000e+00,1.0165e+03,7.1750e+01,9.9990e+01,9.7800e+01,1.8000e+00
572,3.5000e+00,1.5750e+01,5.0000e+00,1.7189e+03,1.2925e+02,9.9970e+01,9.8000e+01,1.8000e+00
573,3.5000e+00,1.5750e+01,7.5000e+00,2.3758e+03,1.8686e+02,9.9960e+01,9.8100e+01,1.8000e+00
574,3.5000e+00,1.5750e+01,1.0000e+01,3.0015e+03,2.4450e+02,9.9940e+01,9.8100e+01,1.8000e+00
575,3.5000e+00,1.5750e+01,1.2500e+01,3.6035e+03,3.0215e+02,9.9930e+01,9.8100e+01,1.8000e+00
576,3.5000e+00,1.5750e+01,1.5000e+01,4.1862e+03,3.5981e+02,9.9920e+01,9.8100e+01,1.8000e+00
577,3.5000e+00,1.5750e+01,1.7500e+01,4.7530e+03,4.1747e+02,9.9900e+01,9.8100e+01,1.8000e+00
578,3.5000e+00,1.5750e+01,2.0000e+01,5.3059e+03,4.7513e+02,9.9890e+01,9.8100e+01,1.8000e+00
579,3.5000e+00,1.5750e+01,2.2500e+01,5.8466e+03,5.3279e+02,9.9870e+01,9.8100e+01,1.8000e+00
580,3.5000e+00,1.7500e+01,0.0000e+00,2.6725e+02,1.7470e+01,1.0000e+02,9.3300e+01,1.5000e+00
581,3.5000e+00,1.7500e+01,2.5000e+00,9.2783e+02,6.5710e+01,9.9990e+01,9.8000e+01,1.6000e+00
582,3.5000e+00,1.7500e+01,5.0000e+00,1.5570e+03,1.1721e+02,9.9980e+01,9.8200e+01,1.6000e+00
583,3.5000e+00,1.7500e+01,7.5000e+00,2.1468e+03,1.6881e+02,9.9960e+01,9.8300e+01,1.6000e+00
584,3.5000e+00,1.7500e+01,1.0000e+01,2.7094e+03,2.2044e+02,9.9950e+01,9.8300e+01,1.6000e+00
585,3.5000e+00,1.7500e+01,1.2500e+01,3.2513e+03,2.7208e+02,9.9940e+01,9.8300e+01,1.6000e+00
586,3.5000e+00,1.7500e+01,1.5000e+01,3.7765e+03,3.2372e+02,9.9930e+01,9.8300e+01,1.6000e+00
587,3.5000e+00,1.7500e+01,1.7500e+01,4.2876e+03,3.7536e+02,9.9910e+01,9.8300e+01,1.6000e+00
588,3.5000e+00,1.7500e+01,2.0000e+01,4.7866e+03,4.2701e+02,9.9900e+01,9.8300e+01,1.6000e+00
589,3.5000e+00,1.7500e+01,2.2500e+01,5.2751e+03,4.7866e+02,9.9890e+01,9.8300e+01,1.6000e+00
590,3.5000e+00,1.9250e+01,0.0000e+00,2.6110e+02,1.7130e+01,1.0000e+02,9.3500e+01,1.3000e+00
591,3.5000e+00,1.9250e+01,2.5000e+00,8.5696e+02,6.0820e+01,9.9990e+01,9.8200e+01,1.4000e+00
592,3.5000e+00,1.9250e+01,5.0000e+00,1.4272e+03,1.0745e+02,9.9980e+01,9.8400e+01,1.4000e+00
593,3.5000e+00,1.9250e+01,7.5000e+00,1.9628e+03,1.5418e+02,9.9970e+01,9.8400e+01,1.4000e+00
594,3.5000e+00,1.9250e+01,1.0000e+01,2.4744e+03,2.0093e+02,9.9960e+01,9.8400e+01,1.4000e+00
595,3.5000e+00,1.9250e+01,1.2500e+01,2.9677e+03,2.4768e+02,9.9950e+01,9.8500e+01,1.4000e+00
596,3.5000e+00,1.9250e+01,1.5000e+01,3.4462e+03,2.9445e+02,9.9930e+01,9.8500e+01,1.4000e+00
597,3.5000e+00,1.9250e+01,1.7500e+01,3.9121e+03,3.4121e+02,9.9920e+01,9.8500e+01,1.4000e+00
598,3.5000e+00,1.9250e+01,2.0000e+01,4.3674e+03,3.8798e+02,9.9910e+01,9.8400e+01,1.4000e+00
599,3.5000e+00,1.9250e+01,2.2500e+01,4.8132e+03,4.3475e+02,9.9900e+01,9.8400e+01,1.4000e+00
600,4.0000e+00,4.0000e+00,0.0000e+00,1.0326e+03,3.4530e+01,9.9980e+01,8.2900e+01,1.2200e+01
601,4.0000e+00,4.0000e+00,2.5000e+00,7.0589e+03,2.9161e+02,9.9700e+01,8.6600e+01,1.2700e+01
602,4.0000e+00,4.0000e+00,5.0000e+00,1.1749e+04,5.6766e+02,9.9410e+01,8.6600e+01,1.2600e+01
603,4.0000e+00,4.0000e+00,7.5000e+00,1.4400e+04,8.4432e+02,9.8860e+01,8.6300e+01,1.2400e+01
604,4.0000e+00,4.0000e+00,1.0000e+01,1.4400e+04,1.1211e+03,9.7530e+01,8.5400e+01,1.2000e+01
605,4.0000e+00,4.0000e+00,1.2500e+01,1.4400e+04,1.3980e+03,9.5980e+01,8.4300e+01,1.1600e+01
606,4.0000e+00,4.0000e+00,1.5000e+01,1.4400e+04,1.6749e+03,9.4350e+01,8.3100e+01,1.1100e+01
607,4.0000e+00,4.0000e+00,1.7500e+01,1.4400e+04,1.9518e+03,9.2690e+01,8.1900e+01,1.0700e+01
608,4.0000e+00,4.0000e+00,2.0000e+01,1.4400e+04,2.2287e+03,9.1040e+01,8.0700e+01,1.0300e+01
609,4.0000e+00,4.0000e+00,2.2500e+01,1.4400e+04,2.5056e+03,8.9420e+01,7.9500e+01,9.9000e+00
610,4.0000e+00,6.0000e+00,0.0000e+00,5.2858e+02,2.6560e+01,1.0000e+02,8.9300e+01,5.8000e+00
611,4.0000e+00,6.0000e+00,2.5000e+00,3.3399e+03,1.8341e+02,9.9930e+01,9.3400e+01,6.1000e+00
612,4.0000e+00,6.0000e+00,5.0000e+00,5.8131e+03,3.5180e+02,9.9860e+01,9.3500e+01,6.1000e+00
613,4.0000e+00,6.0000e+00,7.5000e+00,8.0389e+03,5.2054e+02,9.9790e+01,9.3500e+01,6.1000e+00
614,4.0000e+00,6.0000e+00,1.0000e+01,1.0101e+04,6.8939e+02,9.9720e+01,9.3500e+01,6.1000e+00
615,4.0000e+00,6.0000e+00,1.2500e+01,1.2040e+04,8.5826e+02,9.9660e+01,9.3500e+01,6.1000e+00
616,4.0000e+00,6.0000e+00,1.5000e+01,1.3882e+04,1.0272e+03,9.9590e+01,9.3400e+01,6.1000e+00
617,4.0000e+00,6.0000e+00,1.7500e+01,1.4400e+04,1.1961e+03,9.9310e+01,9.3200e+01,6.1000e+00
618,4.0000e+00,6.0000e+00,2.0000e+01,1.4400e+04,1.3650e+03,9.8850e+01,9.2800e+01,6.0000e+00
619,4.0000e+00,6.0000e+00,2.2500e+01,1.4400e+04,1.5339e+03,9.8270e+01,9.2300e+01,6.0000e+00
620,4.0000e+00,8.0000e+00,0.0000e+00,4.0252e+02,2.3010e+01,1.0000e+02,9.1200e+01,3.9000e+00
621,4.0000e+00,8.0000e+00,2.5000e+00,2.2119e+03,1.3586e+02,9.9960e+01,9.5500e+01,4.1000e+00
622,4.0000e+00,8.0000e+00,5.0000e+00,3.8577e+03,2.5699e+02,9.9930e+01,9.5700e+01,4.1000e+00
623,4.0000e+00,8.0000e+00,7.5000e+00,5.3656e+03,3.7838e+02,9.9890e+01,9.5700e+01,4.1000e+00
624,4.0000e+00,8.0000e+00,1.0000e+01,6.7811e+03,4.9983e+02,9.9850e+01,9.5700e+01,4.1000e+00
625,4.0000e+00,8.0000e+00,1.2500e+01,8.1270e+03,6.2131e+02,9.9810e+01,9.5700e+01,4.1000e+00
626,4.0000e+00,8.0000e+00,1.5000e+01,9.4173e+03,7.4280e+02,9.9780e+01,9.5600e+01,4.1000e+00
627,4.0000e+00,8.0000e+00,1.7500e+01,1.0661e+04,8.6431e+02,9.9740e+01,9.5600e+01,4.1000e+00
628,4.0000e+00,8.0000e+00,2.0000e+01,1.1865e+04,9.8581e+02,9.9700e+01,9.5600e+01,4.1000e+00
629,4.0000e+00,8.0000e+00,2.2500e+01,1.3035e+04,1.1073e+03,9.9670e+01,9.5600e+01,4.1000e+00
630,4.0000e+00,1.0000e+01,0.0000e+00,3.4768e+02,2.1010e+01,1.0000e+02,9.2200e+01,2.9000e+00
631,4.0000e+00,1.0000e+01,2.5000e+00,1.6868e+03,1.0915e+02,9.9980e+01,9.6500e+01,3.1000e+00
